transaction_ref,customer_ref,customer_name,customer_success_rate,amount,payment_method,failure_code,retry_count,predicted_recovery_probability,recommended_action,actual_outcome,amount_recovered,timestamp
SIM-TXN-00151,CUST-0048,Pooja Jadhav,67.71,2982.13,CARD,AUTH_FAILED,2,22.0,STOP,NOT_ATTEMPTED,0.0,2026-08-28 05:11:33.043570
SIM-TXN-00152,CUST-0079,Kunal Patil,88.25,3220.07,NETBANKING,BANK_TIMEOUT,2,63.0,STOP,NOT_ATTEMPTED,0.0,2026-08-03 15:57:33.043570
SIM-TXN-00153,CUST-0423,Amit Joshi,79.86,1416.55,UPI,INSUFFICIENT_FUNDS,0,43.0,ESCALATE,FAILED,0.0,2026-08-28 00:57:33.043570
SIM-TXN-00154,CUST-0136,Neha Shah,47.11,2938.94,WALLET,AUTH_FAILED,2,17.0,STOP,NOT_ATTEMPTED,0.0,2026-08-30 20:54:33.043570
SIM-TXN-00155,CUST-0016,Neha Shah,50.13,3085.47,NETBANKING,BANK_ERROR,2,40.0,STOP,NOT_ATTEMPTED,0.0,2026-08-15 12:56:33.043570
SIM-TXN-00156,CUST-0248,Pooja Jadhav,84.41,1378.18,WALLET,BANK_TIMEOUT,1,83.0,RETRY,SUCCESS,1378.18,2026-08-04 12:24:33.043570
SIM-TXN-00157,CUST-0081,Rahul Sharma,79.97,10857.59,WALLET,BANK_ERROR,1,65.0,NOTIFY,SUCCESS,10857.59,2026-08-29 09:36:33.043570
SIM-TXN-00158,CUST-0074,Sneha Kulkarni,50.93,3565.52,NETBANKING,BANK_ERROR,2,40.0,STOP,NOT_ATTEMPTED,0.0,2026-08-17 12:12:33.043570
SIM-TXN-00159,CUST-0500,Ananya Kulkarni,60.86,941.01,NETBANKING,BANK_ERROR,2,45.0,STOP,NOT_ATTEMPTED,0.0,2026-08-27 08:26:33.043570
SIM-TXN-00160,CUST-0055,Rohan Deshmukh,76.61,4126.74,WALLET,BANK_ERROR,0,70.0,RETRY,SUCCESS,4126.74,2026-08-13 01:45:33.043570
SIM-TXN-00161,CUST-0073,Amit Joshi,62.18,1119.07,NETBANKING,BANK_TIMEOUT,1,78.0,RETRY,FAILED,0.0,2026-08-20 19:40:33.043570
SIM-TXN-00162,CUST-0128,Pooja Jadhav,48.03,4580.98,CARD,UNKNOWN,1,25.0,ESCALATE,FAILED,0.0,2026-08-16 00:32:33.043570
SIM-TXN-00163,CUST-0098,Pooja Jadhav,56.35,6166.44,WALLET,INSUFFICIENT_FUNDS,2,13.0,STOP,NOT_ATTEMPTED,0.0,2026-08-23 00:51:33.043570
SIM-TXN-00164,CUST-0256,Neha Shah,92.33,1265.79,WALLET,INSUFFICIENT_FUNDS,0,48.0,ESCALATE,SUCCESS,1265.79,2026-08-19 16:29:33.043570
SIM-TXN-00165,CUST-0259,Kunal Patil,82.44,5274.83,CARD,BANK_ERROR,0,75.0,RETRY,SUCCESS,5274.83,2026-08-04 00:06:33.043570
SIM-TXN-00166,CUST-0026,Neha Shah,90.33,3395.56,WALLET,BANK_TIMEOUT,1,83.0,RETRY,SUCCESS,3395.56,2026-08-06 16:22:33.043570
SIM-TXN-00167,CUST-0221,Rahul Sharma,69.64,4710.97,NETBANKING,BANK_TIMEOUT,2,58.0,STOP,NOT_ATTEMPTED,0.0,2026-08-18 10:29:33.043570
SIM-TXN-00168,CUST-0392,Priya Patil,93.15,11130.39,UPI,BANK_ERROR,1,70.0,RETRY,SUCCESS,11130.39,2026-08-27 08:37:33.043570
SIM-TXN-00169,CUST-0100,Ananya Kulkarni,75.54,2005.58,NETBANKING,BANK_ERROR,0,70.0,RETRY,SUCCESS,2005.58,2026-08-22 06:52:33.043570
SIM-TXN-00170,CUST-0392,Priya Patil,93.15,1335.43,UPI,AUTH_FAILED,0,52.0,NOTIFY,FAILED,0.0,2026-08-19 17:12:33.043570
SIM-TXN-00171,CUST-0192,Priya Patil,66.12,1197.98,NETBANKING,INSUFFICIENT_FUNDS,2,18.0,STOP,NOT_ATTEMPTED,0.0,2026-08-18 10:18:33.043570
SIM-TXN-00172,CUST-0387,Aditya More,48.77,1270.74,WALLET,BANK_TIMEOUT,2,53.0,STOP,NOT_ATTEMPTED,0.0,2026-08-03 14:56:33.043570
SIM-TXN-00173,CUST-0024,Sneha Kulkarni,47.43,2294.61,NETBANKING,BANK_TIMEOUT,1,73.0,RETRY,SUCCESS,2294.61,2026-08-08 13:38:33.043570
SIM-TXN-00174,CUST-0311,Rahul Sharma,88.58,3206.46,CARD,UNKNOWN,1,35.0,ESCALATE,FAILED,0.0,2026-08-16 06:53:33.043570
SIM-TXN-00175,CUST-0084,Sneha Kulkarni,96.11,3045.29,NETBANKING,BANK_ERROR,2,50.0,STOP,NOT_ATTEMPTED,0.0,2026-08-17 02:22:33.043570
SIM-TXN-00176,CUST-0260,Ananya Kulkarni,66.99,4730.31,WALLET,INSUFFICIENT_FUNDS,2,18.0,STOP,NOT_ATTEMPTED,0.0,2026-08-27 09:49:33.043570
SIM-TXN-00177,CUST-0154,Sneha Kulkarni,60.87,2466.12,UPI,BANK_ERROR,1,65.0,NOTIFY,SUCCESS,2466.12,2026-08-06 18:41:33.043570
SIM-TXN-00178,CUST-0214,Sneha Kulkarni,67.28,7807.4,UPI,AUTH_FAILED,2,22.0,STOP,NOT_ATTEMPTED,0.0,2026-08-23 09:20:33.043570
SIM-TXN-00179,CUST-0136,Neha Shah,47.11,1974.9,CARD,UNKNOWN,2,5.0,STOP,NOT_ATTEMPTED,0.0,2026-08-04 03:03:33.043570
SIM-TXN-00180,CUST-0299,Kunal Patil,96.13,21507.03,WALLET,BANK_ERROR,0,75.0,RETRY,FAILED,0.0,2026-08-12 19:30:33.043570
SIM-TXN-00181,CUST-0017,Aditya More,77.0,4026.02,UPI,AUTH_FAILED,0,47.0,ESCALATE,SUCCESS,4026.02,2026-08-16 01:36:33.043570
SIM-TXN-00182,CUST-0215,Rohan Deshmukh,80.9,1229.39,CARD,BANK_TIMEOUT,1,83.0,RETRY,SUCCESS,1229.39,2026-08-29 14:51:33.043570
SIM-TXN-00183,CUST-0472,Priya Patil,79.44,1036.17,UPI,BANK_ERROR,2,45.0,STOP,NOT_ATTEMPTED,0.0,2026-08-08 01:47:33.043570
SIM-TXN-00184,CUST-0266,Neha Shah,65.16,3590.25,NETBANKING,BANK_TIMEOUT,2,58.0,STOP,NOT_ATTEMPTED,0.0,2026-08-23 13:28:33.043570
SIM-TXN-00185,CUST-0270,Ananya Kulkarni,87.39,2041.07,CARD,BANK_ERROR,1,70.0,RETRY,FAILED,0.0,2026-08-17 08:52:33.043570
SIM-TXN-00186,CUST-0280,Ananya Kulkarni,54.63,4320.82,NETBANKING,BANK_ERROR,2,40.0,STOP,NOT_ATTEMPTED,0.0,2026-08-23 19:49:33.043570
SIM-TXN-00187,CUST-0099,Kunal Patil,83.34,3563.83,NETBANKING,UNKNOWN,2,15.0,STOP,NOT_ATTEMPTED,0.0,2026-08-15 09:00:33.043570
SIM-TXN-00188,CUST-0116,Neha Shah,94.1,2302.47,NETBANKING,UNKNOWN,1,35.0,ESCALATE,FAILED,0.0,2026-08-24 01:05:33.043570
SIM-TXN-00189,CUST-0163,Amit Joshi,49.89,1239.63,NETBANKING,BANK_ERROR,1,60.0,NOTIFY,SUCCESS,1239.63,2026-08-26 12:16:33.043570
SIM-TXN-00190,CUST-0195,Rohan Deshmukh,66.18,726.42,WALLET,UNKNOWN,1,30.0,ESCALATE,FAILED,0.0,2026-08-08 10:57:33.043570
SIM-TXN-00191,CUST-0149,Kunal Patil,91.6,1707.5,UPI,BANK_TIMEOUT,1,83.0,RETRY,FAILED,0.0,2026-08-31 15:27:33.043570
SIM-TXN-00192,CUST-0132,Priya Patil,48.63,4842.17,CARD,INSUFFICIENT_FUNDS,0,38.0,ESCALATE,FAILED,0.0,2026-08-14 03:06:33.043570
SIM-TXN-00193,CUST-0478,Pooja Jadhav,78.45,2896.55,NETBANKING,AUTH_FAILED,0,47.0,ESCALATE,SUCCESS,2896.55,2026-08-28 11:56:33.043570
SIM-TXN-00194,CUST-0123,Amit Joshi,80.08,900.91,CARD,BANK_TIMEOUT,2,63.0,STOP,NOT_ATTEMPTED,0.0,2026-08-12 09:17:33.043570
SIM-TXN-00195,CUST-0027,Aditya More,65.15,2803.28,NETBANKING,BANK_TIMEOUT,2,58.0,STOP,NOT_ATTEMPTED,0.0,2026-08-23 06:57:33.043570
SIM-TXN-00196,CUST-0052,Priya Patil,85.06,3321.77,CARD,INSUFFICIENT_FUNDS,0,48.0,ESCALATE,FAILED,0.0,2026-08-08 23:28:33.043570
SIM-TXN-00197,CUST-0209,Kunal Patil,78.03,1203.41,WALLET,AUTH_FAILED,1,42.0,ESCALATE,FAILED,0.0,2026-08-14 20:42:33.043570
SIM-TXN-00198,CUST-0165,Rohan Deshmukh,45.19,2759.98,UPI,BANK_TIMEOUT,0,78.0,RETRY,SUCCESS,2759.98,2026-08-12 08:36:33.043570
SIM-TXN-00199,CUST-0274,Sneha Kulkarni,83.38,2556.94,UPI,INSUFFICIENT_FUNDS,0,48.0,ESCALATE,FAILED,0.0,2026-08-09 18:58:33.043570
SIM-TXN-00200,CUST-0479,Kunal Patil,97.86,978.11,WALLET,UNKNOWN,1,35.0,ESCALATE,SUCCESS,978.11,2026-08-14 23:08:33.043570
SIM-TXN-00201,CUST-0449,Kunal Patil,59.16,3249.41,NETBANKING,BANK_TIMEOUT,2,53.0,STOP,NOT_ATTEMPTED,0.0,2026-08-29 05:21:33.043570
SIM-TXN-00202,CUST-0055,Rohan Deshmukh,76.61,3822.38,NETBANKING,UNKNOWN,1,30.0,ESCALATE,FAILED,0.0,2026-08-30 23:27:33.043570
SIM-TXN-00203,CUST-0279,Kunal Patil,52.19,5804.8,CARD,AUTH_FAILED,2,17.0,STOP,NOT_ATTEMPTED,0.0,2026-08-23 02:10:33.043570
SIM-TXN-00204,CUST-0140,Ananya Kulkarni,80.5,5670.55,UPI,BANK_TIMEOUT,1,83.0,RETRY,SUCCESS,5670.55,2026-08-22 16:13:33.043570
SIM-TXN-00205,CUST-0332,Priya Patil,95.25,810.67,CARD,BANK_TIMEOUT,0,88.0,RETRY,SUCCESS,810.67,2026-08-15 05:12:33.043570
SIM-TXN-00206,CUST-0291,Rahul Sharma,55.57,1152.56,CARD,AUTH_FAILED,0,42.0,ESCALATE,FAILED,0.0,2026-08-30 20:37:33.043570
SIM-TXN-00207,CUST-0460,Ananya Kulkarni,47.31,3685.01,WALLET,BANK_ERROR,2,40.0,STOP,NOT_ATTEMPTED,0.0,2026-08-16 17:09:33.043570
SIM-TXN-00208,CUST-0045,Rohan Deshmukh,52.57,3681.33,UPI,BANK_ERROR,0,65.0,NOTIFY,FAILED,0.0,2026-08-23 12:28:33.043570
SIM-TXN-00209,CUST-0166,Neha Shah,78.77,3685.05,UPI,UNKNOWN,1,30.0,ESCALATE,FAILED,0.0,2026-08-22 02:55:33.043570
SIM-TXN-00210,CUST-0386,Neha Shah,82.26,53219.77,NETBANKING,BANK_TIMEOUT,1,83.0,RETRY,SUCCESS,53219.77,2026-08-27 20:42:33.043570
SIM-TXN-00211,CUST-0006,Neha Shah,56.59,3853.4,NETBANKING,BANK_TIMEOUT,2,53.0,STOP,NOT_ATTEMPTED,0.0,2026-08-12 13:04:33.043570
SIM-TXN-00212,CUST-0032,Priya Patil,77.28,6053.87,WALLET,AUTH_FAILED,1,42.0,ESCALATE,SUCCESS,6053.87,2026-08-24 15:51:33.043570
SIM-TXN-00213,CUST-0473,Amit Joshi,90.17,5235.42,NETBANKING,UNKNOWN,2,15.0,STOP,NOT_ATTEMPTED,0.0,2026-08-07 03:12:33.043570
SIM-TXN-00214,CUST-0328,Pooja Jadhav,87.29,4109.73,NETBANKING,UNKNOWN,1,35.0,ESCALATE,FAILED,0.0,2026-08-11 18:18:33.043570
SIM-TXN-00215,CUST-0491,Rahul Sharma,77.84,1896.54,CARD,BANK_TIMEOUT,1,78.0,RETRY,SUCCESS,1896.54,2026-08-29 08:35:33.043570
SIM-TXN-00216,CUST-0192,Priya Patil,66.12,4479.09,WALLET,BANK_ERROR,2,45.0,STOP,NOT_ATTEMPTED,0.0,2026-08-11 17:31:33.043570
SIM-TXN-00217,CUST-0391,Rahul Sharma,56.91,1315.19,UPI,BANK_TIMEOUT,2,53.0,STOP,NOT_ATTEMPTED,0.0,2026-08-22 02:56:33.043570
SIM-TXN-00218,CUST-0271,Rahul Sharma,70.88,2019.38,UPI,INSUFFICIENT_FUNDS,2,18.0,STOP,NOT_ATTEMPTED,0.0,2026-08-06 21:31:33.043570
SIM-TXN-00219,CUST-0032,Priya Patil,77.28,1655.25,CARD,INSUFFICIENT_FUNDS,2,18.0,STOP,NOT_ATTEMPTED,0.0,2026-08-26 05:08:33.043570
SIM-TXN-00220,CUST-0077,Aditya More,91.53,2605.81,WALLET,BANK_TIMEOUT,0,88.0,RETRY,SUCCESS,2605.81,2026-08-28 07:55:33.043570
SIM-TXN-00221,CUST-0251,Rahul Sharma,85.59,15548.62,WALLET,BANK_TIMEOUT,0,88.0,RETRY,SUCCESS,15548.62,2026-08-25 03:34:33.043570
SIM-TXN-00222,CUST-0213,Amit Joshi,74.38,547.95,UPI,BANK_ERROR,2,45.0,STOP,NOT_ATTEMPTED,0.0,2026-08-22 20:00:33.043570
SIM-TXN-00223,CUST-0345,Rohan Deshmukh,57.22,4225.99,UPI,INSUFFICIENT_FUNDS,1,33.0,ESCALATE,SUCCESS,4225.99,2026-08-01 22:15:33.043570
SIM-TXN-00224,CUST-0382,Priya Patil,48.98,671.71,UPI,BANK_TIMEOUT,0,78.0,RETRY,SUCCESS,671.71,2026-08-04 16:36:33.043570
SIM-TXN-00225,CUST-0278,Pooja Jadhav,49.45,1673.14,UPI,UNKNOWN,1,25.0,ESCALATE,SUCCESS,1673.14,2026-08-20 09:33:33.043570
SIM-TXN-00226,CUST-0093,Amit Joshi,45.38,5832.26,WALLET,INSUFFICIENT_FUNDS,1,33.0,ESCALATE,FAILED,0.0,2026-08-19 04:44:33.043570
SIM-TXN-00227,CUST-0230,Ananya Kulkarni,46.29,2569.39,WALLET,INSUFFICIENT_FUNDS,1,33.0,ESCALATE,SUCCESS,2569.39,2026-08-26 08:01:33.043570
SIM-TXN-00228,CUST-0069,Kunal Patil,77.28,1030.5,NETBANKING,AUTH_FAILED,0,47.0,ESCALATE,SUCCESS,1030.5,2026-08-26 05:47:33.043570
SIM-TXN-00229,CUST-0202,Priya Patil,51.13,1377.13,CARD,AUTH_FAILED,0,42.0,ESCALATE,FAILED,0.0,2026-08-15 08:51:33.043570
SIM-TXN-00230,CUST-0238,Pooja Jadhav,86.26,4203.52,WALLET,AUTH_FAILED,2,27.0,STOP,NOT_ATTEMPTED,0.0,2026-08-19 01:14:33.043570
SIM-TXN-00231,CUST-0422,Priya Patil,90.84,1360.63,WALLET,BANK_TIMEOUT,1,83.0,RETRY,SUCCESS,1360.63,2026-08-10 08:50:33.043570
SIM-TXN-00232,CUST-0480,Ananya Kulkarni,68.0,2902.03,UPI,INSUFFICIENT_FUNDS,0,43.0,ESCALATE,FAILED,0.0,2026-08-20 20:53:33.043570
SIM-TXN-00233,CUST-0315,Rohan Deshmukh,54.34,2531.22,UPI,INSUFFICIENT_FUNDS,0,38.0,ESCALATE,SUCCESS,2531.22,2026-08-06 09:10:33.043570
SIM-TXN-00234,CUST-0305,Rohan Deshmukh,90.07,1449.13,UPI,BANK_TIMEOUT,0,88.0,RETRY,SUCCESS,1449.13,2026-08-20 02:20:33.043570
SIM-TXN-00235,CUST-0225,Rohan Deshmukh,72.32,13563.74,CARD,BANK_TIMEOUT,0,83.0,RETRY,SUCCESS,13563.74,2026-08-14 22:55:33.043570
SIM-TXN-00236,CUST-0120,Ananya Kulkarni,65.09,4052.69,NETBANKING,INSUFFICIENT_FUNDS,2,18.0,STOP,NOT_ATTEMPTED,0.0,2026-08-29 00:03:33.043570
SIM-TXN-00237,CUST-0396,Neha Shah,93.82,482.94,NETBANKING,AUTH_FAILED,0,52.0,NOTIFY,SUCCESS,482.94,2026-08-08 07:26:33.043570
SIM-TXN-00238,CUST-0339,Kunal Patil,61.23,2833.2,WALLET,AUTH_FAILED,1,42.0,ESCALATE,SUCCESS,2833.2,2026-08-27 03:03:33.043570
SIM-TXN-00239,CUST-0486,Neha Shah,67.83,1437.37,CARD,AUTH_FAILED,2,22.0,STOP,NOT_ATTEMPTED,0.0,2026-08-21 05:35:33.043570
SIM-TXN-00240,CUST-0285,Rohan Deshmukh,58.37,4826.84,NETBANKING,BANK_ERROR,2,40.0,STOP,NOT_ATTEMPTED,0.0,2026-08-19 03:17:33.043570
SIM-TXN-00241,CUST-0403,Amit Joshi,58.27,1294.63,WALLET,AUTH_FAILED,1,37.0,ESCALATE,SUCCESS,1294.63,2026-08-18 22:09:33.043570
SIM-TXN-00242,CUST-0095,Rohan Deshmukh,92.99,2226.56,WALLET,INSUFFICIENT_FUNDS,0,48.0,ESCALATE,FAILED,0.0,2026-08-15 11:27:33.043570
SIM-TXN-00243,CUST-0440,Ananya Kulkarni,71.97,3655.51,WALLET,INSUFFICIENT_FUNDS,0,43.0,ESCALATE,FAILED,0.0,2026-08-20 17:54:33.043570
SIM-TXN-00244,CUST-0286,Neha Shah,69.93,4878.55,WALLET,AUTH_FAILED,0,47.0,ESCALATE,SUCCESS,4878.55,2026-08-16 19:42:33.043570
SIM-TXN-00245,CUST-0332,Priya Patil,95.25,934.27,WALLET,BANK_TIMEOUT,1,83.0,RETRY,SUCCESS,934.27,2026-08-10 11:01:33.043570
SIM-TXN-00246,CUST-0027,Aditya More,65.15,1867.58,UPI,BANK_TIMEOUT,0,83.0,RETRY,SUCCESS,1867.58,2026-08-28 12:45:33.043570
SIM-TXN-00247,CUST-0371,Rahul Sharma,77.13,1669.11,CARD,AUTH_FAILED,1,42.0,ESCALATE,SUCCESS,1669.11,2026-08-16 22:39:33.043570
SIM-TXN-00248,CUST-0156,Neha Shah,59.02,1447.13,UPI,UNKNOWN,0,30.0,ESCALATE,FAILED,0.0,2026-08-07 03:06:33.043570
SIM-TXN-00249,CUST-0383,Amit Joshi,66.65,10020.25,WALLET,UNKNOWN,0,35.0,ESCALATE,FAILED,0.0,2026-08-11 02:20:33.043570
SIM-TXN-00250,CUST-0204,Sneha Kulkarni,82.57,3374.44,NETBANKING,UNKNOWN,1,35.0,ESCALATE,FAILED,0.0,2026-08-26 01:51:33.043570
SIM-TXN-00251,CUST-0333,Amit Joshi,57.79,890.06,NETBANKING,BANK_ERROR,1,60.0,NOTIFY,SUCCESS,890.06,2026-08-24 10:07:33.043570
SIM-TXN-00252,CUST-0239,Kunal Patil,54.32,5086.22,WALLET,BANK_TIMEOUT,1,73.0,RETRY,FAILED,0.0,2026-08-18 15:52:33.043570
SIM-TXN-00253,CUST-0161,Rahul Sharma,90.2,13329.37,CARD,BANK_ERROR,2,50.0,STOP,NOT_ATTEMPTED,0.0,2026-08-08 10:21:33.043570
SIM-TXN-00254,CUST-0009,Kunal Patil,67.23,5574.58,WALLET,BANK_TIMEOUT,1,78.0,RETRY,SUCCESS,5574.58,2026-08-16 19:16:33.043570
SIM-TXN-00255,CUST-0118,Pooja Jadhav,70.51,723.79,CARD,BANK_ERROR,1,65.0,NOTIFY,SUCCESS,723.79,2026-08-17 03:40:33.043570
SIM-TXN-00256,CUST-0132,Priya Patil,48.63,1656.75,WALLET,INSUFFICIENT_FUNDS,2,13.0,STOP,NOT_ATTEMPTED,0.0,2026-08-30 23:52:33.043570
SIM-TXN-00257,CUST-0379,Kunal Patil,78.15,6724.61,CARD,BANK_ERROR,2,45.0,STOP,NOT_ATTEMPTED,0.0,2026-08-17 19:38:33.043570
SIM-TXN-00258,CUST-0087,Aditya More,97.74,1385.57,WALLET,BANK_TIMEOUT,0,88.0,RETRY,FAILED,0.0,2026-08-26 11:07:33.043570
SIM-TXN-00259,CUST-0329,Kunal Patil,59.82,3480.93,UPI,UNKNOWN,0,30.0,ESCALATE,FAILED,0.0,2026-08-03 23:57:33.043570
SIM-TXN-00260,CUST-0392,Priya Patil,93.15,4535.58,CARD,BANK_TIMEOUT,2,63.0,STOP,NOT_ATTEMPTED,0.0,2026-08-12 07:45:33.043570
SIM-TXN-00261,CUST-0035,Rohan Deshmukh,59.31,1162.65,UPI,INSUFFICIENT_FUNDS,0,38.0,ESCALATE,FAILED,0.0,2026-08-18 18:36:33.043570
SIM-TXN-00262,CUST-0031,Rahul Sharma,82.2,2327.1,WALLET,AUTH_FAILED,2,27.0,STOP,NOT_ATTEMPTED,0.0,2026-08-23 23:50:33.043570
SIM-TXN-00263,CUST-0009,Kunal Patil,67.23,200.0,WALLET,BANK_TIMEOUT,0,83.0,RETRY,SUCCESS,200.0,2026-08-14 07:03:33.043570
SIM-TXN-00264,CUST-0275,Rohan Deshmukh,93.74,1075.45,UPI,UNKNOWN,2,15.0,STOP,NOT_ATTEMPTED,0.0,2026-08-21 09:16:33.043570
SIM-TXN-00265,CUST-0413,Amit Joshi,63.44,1994.09,CARD,UNKNOWN,0,35.0,ESCALATE,FAILED,0.0,2026-08-25 15:44:33.043570
SIM-TXN-00266,CUST-0077,Aditya More,91.53,899.44,NETBANKING,BANK_TIMEOUT,1,83.0,RETRY,SUCCESS,899.44,2026-08-19 20:29:33.043570
SIM-TXN-00267,CUST-0041,Rahul Sharma,93.4,9008.55,WALLET,BANK_ERROR,1,70.0,RETRY,SUCCESS,9008.55,2026-08-12 01:39:33.043570
SIM-TXN-00268,CUST-0154,Sneha Kulkarni,60.87,777.35,UPI,INSUFFICIENT_FUNDS,2,18.0,STOP,NOT_ATTEMPTED,0.0,2026-08-31 08:49:33.043570
SIM-TXN-00269,CUST-0389,Kunal Patil,76.26,1716.37,WALLET,BANK_TIMEOUT,1,78.0,RETRY,SUCCESS,1716.37,2026-08-23 10:53:33.043570
SIM-TXN-00270,CUST-0029,Kunal Patil,53.62,2709.7,CARD,AUTH_FAILED,0,42.0,ESCALATE,FAILED,0.0,2026-08-21 12:54:33.043570
SIM-TXN-00271,CUST-0331,Rahul Sharma,74.46,7731.19,UPI,INSUFFICIENT_FUNDS,2,18.0,STOP,NOT_ATTEMPTED,0.0,2026-08-03 17:26:33.043570
SIM-TXN-00272,CUST-0118,Pooja Jadhav,70.51,773.8,WALLET,BANK_TIMEOUT,1,78.0,RETRY,SUCCESS,773.8,2026-08-05 04:10:33.043570
SIM-TXN-00273,CUST-0351,Rahul Sharma,76.63,6189.01,UPI,UNKNOWN,0,35.0,ESCALATE,FAILED,0.0,2026-08-16 02:28:33.043570
SIM-TXN-00274,CUST-0009,Kunal Patil,67.23,2460.66,CARD,UNKNOWN,2,10.0,STOP,NOT_ATTEMPTED,0.0,2026-08-19 22:00:33.043570
SIM-TXN-00275,CUST-0476,Neha Shah,91.24,1112.98,CARD,BANK_TIMEOUT,2,63.0,STOP,NOT_ATTEMPTED,0.0,2026-08-12 17:37:33.043570
SIM-TXN-00276,CUST-0291,Rahul Sharma,55.57,3532.22,WALLET,INSUFFICIENT_FUNDS,2,13.0,STOP,NOT_ATTEMPTED,0.0,2026-08-26 09:24:33.043570
SIM-TXN-00277,CUST-0170,Ananya Kulkarni,48.99,2861.92,CARD,BANK_ERROR,2,40.0,STOP,NOT_ATTEMPTED,0.0,2026-08-05 08:37:33.043570
SIM-TXN-00278,CUST-0257,Aditya More,52.33,1509.94,NETBANKING,INSUFFICIENT_FUNDS,0,38.0,ESCALATE,SUCCESS,1509.94,2026-08-12 08:31:33.043570
SIM-TXN-00279,CUST-0430,Ananya Kulkarni,68.22,2580.77,WALLET,BANK_TIMEOUT,1,78.0,RETRY,SUCCESS,2580.77,2026-08-14 05:30:33.043570
SIM-TXN-00280,CUST-0402,Priya Patil,83.93,1793.19,WALLET,UNKNOWN,0,40.0,ESCALATE,FAILED,0.0,2026-08-18 21:01:33.043570
SIM-TXN-00281,CUST-0222,Priya Patil,80.81,2672.62,WALLET,BANK_TIMEOUT,0,88.0,RETRY,SUCCESS,2672.62,2026-08-15 05:35:33.043570
SIM-TXN-00282,CUST-0409,Kunal Patil,93.55,4145.19,UPI,BANK_TIMEOUT,0,88.0,RETRY,SUCCESS,4145.19,2026-08-19 02:01:33.043570
SIM-TXN-00283,CUST-0365,Rohan Deshmukh,66.24,8680.32,CARD,INSUFFICIENT_FUNDS,2,18.0,STOP,NOT_ATTEMPTED,0.0,2026-08-19 12:32:33.043570
SIM-TXN-00284,CUST-0163,Amit Joshi,49.89,906.64,UPI,BANK_ERROR,0,65.0,NOTIFY,FAILED,0.0,2026-08-22 00:44:33.043570
SIM-TXN-00285,CUST-0185,Rohan Deshmukh,87.52,13445.86,UPI,INSUFFICIENT_FUNDS,0,48.0,ESCALATE,SUCCESS,13445.86,2026-08-21 09:42:33.043570
SIM-TXN-00286,CUST-0230,Ananya Kulkarni,46.29,512.0,WALLET,AUTH_FAILED,0,42.0,ESCALATE,SUCCESS,512.0,2026-08-17 21:32:33.043570
SIM-TXN-00287,CUST-0284,Sneha Kulkarni,59.75,2161.53,NETBANKING,BANK_TIMEOUT,1,73.0,RETRY,SUCCESS,2161.53,2026-08-20 14:57:33.043570
SIM-TXN-00288,CUST-0199,Kunal Patil,47.03,3907.5,CARD,INSUFFICIENT_FUNDS,2,13.0,STOP,NOT_ATTEMPTED,0.0,2026-08-25 12:09:33.043570
SIM-TXN-00289,CUST-0087,Aditya More,97.74,3055.79,CARD,INSUFFICIENT_FUNDS,0,48.0,ESCALATE,SUCCESS,3055.79,2026-08-14 00:08:33.043570
SIM-TXN-00290,CUST-0253,Amit Joshi,59.55,1483.03,CARD,BANK_TIMEOUT,1,73.0,RETRY,SUCCESS,1483.03,2026-08-15 10:22:33.043570
SIM-TXN-00291,CUST-0248,Pooja Jadhav,84.41,2066.27,NETBANKING,INSUFFICIENT_FUNDS,1,43.0,ESCALATE,FAILED,0.0,2026-08-30 05:40:33.043570
SIM-TXN-00292,CUST-0254,Sneha Kulkarni,82.82,1645.17,CARD,AUTH_FAILED,1,47.0,ESCALATE,SUCCESS,1645.17,2026-08-15 15:44:33.043570
SIM-TXN-00293,CUST-0004,Sneha Kulkarni,49.61,1523.11,NETBANKING,UNKNOWN,2,5.0,STOP,NOT_ATTEMPTED,0.0,2026-08-19 01:54:33.043570
SIM-TXN-00294,CUST-0412,Priya Patil,96.36,4815.92,WALLET,INSUFFICIENT_FUNDS,1,43.0,ESCALATE,FAILED,0.0,2026-08-31 10:04:33.043570
SIM-TXN-00295,CUST-0499,Kunal Patil,95.1,3247.41,NETBANKING,AUTH_FAILED,1,47.0,ESCALATE,FAILED,0.0,2026-08-10 22:21:33.043570
SIM-TXN-00296,CUST-0246,Neha Shah,67.62,1402.02,WALLET,BANK_ERROR,1,65.0,NOTIFY,SUCCESS,1402.02,2026-08-30 14:15:33.043570
SIM-TXN-00297,CUST-0252,Priya Patil,70.68,5012.45,CARD,UNKNOWN,1,30.0,ESCALATE,FAILED,0.0,2026-08-19 16:09:33.043570
SIM-TXN-00298,CUST-0187,Aditya More,65.27,3120.78,CARD,BANK_TIMEOUT,2,58.0,STOP,NOT_ATTEMPTED,0.0,2026-08-26 14:56:33.043570
SIM-TXN-00299,CUST-0093,Amit Joshi,45.38,4676.43,UPI,INSUFFICIENT_FUNDS,2,13.0,STOP,NOT_ATTEMPTED,0.0,2026-08-22 19:10:33.043570
SIM-TXN-00300,CUST-0483,Amit Joshi,92.88,4038.8,WALLET,INSUFFICIENT_FUNDS,1,43.0,ESCALATE,FAILED,0.0,2026-08-04 22:30:33.043570
